type	onset
1	0.925689697265625
2	1.465667724609375
1	1.905670166015625
2	2.41571044921875
1	2.885650634765625
2	3.41571044921875
1	3.89569091796875
2	4.435638427734375
1	4.9656982421875
2	5.495635986328125
1	6.025604248046875
2	6.475616455078125
1	6.895599365234375
2	7.3056640625
1	7.835601806640625
2	8.285614013671875
1	8.875579833984375
2	9.295562744140625
1	9.72564697265625
2	10.235565185546875
1	10.71563720703125
2	11.215545654296875
1	11.615570068359375
2	12.205535888671875
1	12.6256103515625
2	13.195526123046875
1	13.665557861328125
2	14.125518798828125
1	14.6156005859375
2	15.135528564453125
1	15.5955810546875
2	16.135528564453125
1	16.735504150390625
2	17.275482177734375
1	17.685516357421875
2	18.25555419921875
1	18.795501708984375
2	19.215484619140625
1	19.8055419921875
2	20.305450439453125
1	20.825469970703125
2	21.255462646484375
1	21.735443115234375
2	22.33551025390625
1	22.845428466796875
2	23.385498046875
1	23.885498046875
2	24.345428466796875
1	24.845428466796875
2	25.335418701171875
1	25.80548095703125
2	26.305389404296875
1	26.895416259765625
2	27.385406494140625
1	27.915374755859375
2	28.325439453125
1	28.88543701171875
2	29.335357666015625
1	29.925384521484375
2	30.345367431640625
1	30.775360107421875
2	31.305419921875
1	31.765350341796875
2	32.215362548828125
1	32.625335693359375
2	33.205352783203125
1	33.625335693359375
2	34.035308837890625
1	34.445343017578125
2	34.995330810546875
1	35.585296630859375
2	36.175323486328125
1	36.775299072265625
2	37.3653564453125
1	37.775299072265625
2	38.3553466796875
1	38.935272216796875
2	39.46533203125
1	39.925262451171875
2	40.345245361328125
1	40.785247802734375
2	41.335235595703125
1	41.75531005859375
2	42.235260009765625
1	42.74530029296875
2	43.225250244140625
1	43.755218505859375
2	44.17529296875
1	44.60528564453125
2	45.1552734375
1	45.675201416015625
2	46.135223388671875
1	46.595184326171875
2	47.165191650390625
1	47.625244140625
2	48.18524169921875
1	48.7452392578125
2	49.325164794921875
1	49.885162353515625
2	50.445159912109375
1	50.995147705078125
2	51.485137939453125
1	51.925140380859375
2	52.355133056640625
1	52.805145263671875
2	53.355133056640625
1	53.895111083984375
2	54.345123291015625
1	54.885101318359375
2	55.285125732421875
1	55.875091552734375
2	56.4051513671875
1	56.96514892578125
2	57.545074462890625
1	58.115081787109375
2	58.525054931640625
1	58.985076904296875
2	59.465057373046875
1	60.005126953125
2	60.445037841796875
1	60.975067138671875
2	61.41510009765625
1	61.875030517578125
2	62.425018310546875
1	62.955047607421875
2	63.475006103515625
1	64.00503540039062
2	64.41500854492188
1	65.00506591796875
2	65.43505859375
1	65.86505126953125
2	66.32498168945312
1	66.88497924804688
2	67.33499145507812
1	67.77499389648438
2	68.24496459960938
1	68.69497680664062
2	69.11495971679688
1	69.56497192382812
2	70.14501953125
1	70.74496459960938
2	71.28494262695312
1	71.875
2	72.47494506835938
1	73.00491333007812
2	73.56491088867188
1	73.99490356445312
2	74.4749755859375
1	74.9649658203125
2	75.37490844726562
1	75.84487915039062
2	76.27496337890625
1	76.84487915039062
2	77.31494140625
1	77.81494140625
2	78.38485717773438
1	78.98492431640625
2	79.554931640625
1	80.034912109375
2	80.43484497070312
1	80.96490478515625
2	81.48483276367188
1	81.8948974609375
2	82.31484985351562
1	82.73483276367188
2	83.16482543945312
1	83.76480102539062
2	84.29486083984375
1	84.8648681640625
2	85.30477905273438
1	85.73486328125
2	86.32479858398438
1	86.8348388671875
2	87.41476440429688
1	87.97476196289062
2	88.42477416992188
1	88.89474487304688
2	89.46475219726562
1	89.96475219726562
2	90.53475952148438
1	91.02474975585938
2	91.62472534179688
1	92.19473266601562
2	92.72479248046875
1	93.13473510742188
2	93.56472778320312
1	94.07476806640625
2	94.61471557617188
1	95.06475830078125
2	95.51467895507812
1	96.11474609375
2	96.59469604492188
1	97.06466674804688
2	97.55465698242188
1	98.0947265625
2	98.52471923828125
1	99.05465698242188
2	99.64471435546875
1	100.18466186523438
2	100.6947021484375
1	101.15463256835938
2	101.73464965820312
1	102.24468994140625
2	102.84463500976562
1	103.4046630859375
2	103.83462524414062
1	104.34466552734375
2	104.774658203125
1	105.21466064453125
2	105.7646484375
1	106.23458862304688
2	106.70455932617188
1	107.18463134765625
2	107.64456176757812
1	108.24462890625
2	108.65457153320312
1	109.12454223632812
2	109.53460693359375
1	110.1046142578125
2	110.64459228515625
1	111.11453247070312
2	111.61453247070312
1	112.03451538085938
2	112.4345703125
1	112.87457275390625
2	113.33450317382812
1	113.89450073242188
2	114.44448852539062
1	114.88449096679688
2	115.33450317382812
1	115.87448120117188
2	116.2845458984375
1	116.84454345703125
2	117.33453369140625
1	117.83453369140625
2	118.2645263671875
1	118.71444702148438
2	119.26443481445312
1	119.82443237304688
2	120.40444946289062
1	121.00442504882812
2	121.53448486328125
1	122.04440307617188
2	122.51443481445312
1	122.99441528320312
2	123.51446533203125
1	123.92440795898438
2	124.36441040039062
1	124.90438842773438
2	125.39437866210938
1	125.84439086914062
2	126.27438354492188
1	126.69436645507812
2	127.26437377929688
1	127.75436401367188
2	128.33441162109375
1	128.84442138671875
2	129.31436157226562
1	129.72433471679688
2	130.20431518554688
1	130.77432250976562
2	131.35433959960938
1	131.90432739257812
2	132.37429809570312
1	132.90432739257812
2	133.33432006835938
1	133.80429077148438
2	134.25430297851562
1	134.8243408203125
2	135.28427124023438
1	135.85427856445312
2	136.40426635742188
1	136.98428344726562
2	137.5443115234375
1	138.0543212890625
2	138.50424194335938
1	138.98431396484375
2	139.5343017578125
1	139.93423461914062
2	140.5242919921875
1	141.04421997070312
2	141.53421020507812
1	142.08419799804688
2	142.61422729492188
1	143.17425537109375
2	143.62417602539062
1	144.06417846679688
2	144.53424072265625
1	145.02420043945312
2	145.43417358398438
1	145.93417358398438
2	146.334228515625
1	146.81417846679688
2	147.22415161132812
1	147.68417358398438
2	148.17416381835938
1	148.58413696289062
2	149.15414428710938
1	149.61419677734375
2	150.01412963867188
1	150.60418701171875
2	151.00411987304688
1	151.56411743164062
2	152.00411987304688
1	152.46417236328125
2	152.8941650390625
1	153.44415283203125
2	153.95407104492188
1	154.48410034179688
2	154.88406372070312
1	155.29412841796875
2	155.71408081054688
1	156.25405883789062
2	156.8441162109375
1	157.36404418945312
2	157.94406127929688
1	158.35403442382812
2	158.78402709960938
1	159.194091796875
2	159.70401000976562
1	160.27401733398438
2	160.71401977539062
1	161.13400268554688
2	161.62399291992188
1	162.18399047851562
2	162.654052734375
1	163.21405029296875
2	163.80398559570312
1	164.2640380859375
2	164.67398071289062
1	165.22396850585938
2	165.74398803710938
1	166.19403076171875
2	166.59396362304688
1	167.08395385742188
2	167.52395629882812
1	168.01394653320312
2	168.53399658203125
1	168.9739990234375
2	169.42391967773438
1	169.93392944335938
2	170.50393676757812
1	170.9639892578125
2	171.37396240234375
1	171.85391235351562
2	172.33389282226562
1	172.86395263671875
2	173.28390502929688
1	173.81387329101562
2	174.35394287109375
1	174.783935546875
2	175.21392822265625
1	175.75387573242188
2	176.24386596679688
1	176.67385864257812
2	177.263916015625
1	177.80386352539062
2	178.31390380859375
1	178.85385131835938
2	179.37380981445312
1	179.79388427734375
2	180.38381958007812
1	180.80380249023438
2	181.36380004882812
1	181.79379272460938
2	182.36380004882812
1	182.86380004882812
2	183.39376831054688
1	183.83377075195312
2	184.3038330078125
1	184.74383544921875
2	185.33377075195312
1	185.85382080078125
2	186.25375366210938
1	186.82376098632812
2	187.2838134765625
1	187.71380615234375
2	188.12374877929688
1	188.55374145507812
2	189.06378173828125
1	189.59371948242188
2	190.0037841796875
1	190.59371948242188
2	191.05377197265625
1	191.58370971679688
2	192.09375
1	192.64370727539062
2	193.20370483398438
1	193.76373291015625
2	194.29367065429688
1	194.73367309570312
2	195.21365356445312
1	195.813720703125
2	196.26364135742188
1	196.6837158203125
2	197.1636962890625
1	197.73370361328125
2	198.17361450195312
1	198.64364624023438
2	199.16360473632812
1	199.63363647460938
2	200.06362915039062
1	200.54360961914062
2	200.95367431640625
1	201.52359008789062
2	201.96359252929688
1	202.50357055664062
2	203.05364990234375
1	203.56356811523438
2	204.04364013671875
1	204.6036376953125
2	205.03363037109375
1	205.56356811523438
2	206.14361572265625
1	206.54354858398438
2	207.01361083984375
1	207.46353149414062
2	208.00360107421875
1	208.45352172851562
2	208.95352172851562
1	209.5435791015625
2	210.10357666015625
1	210.5435791015625
2	211.07351684570312
1	211.6435546875
2	212.10348510742188
1	212.52346801757812
2	213.11349487304688
1	213.68353271484375
2	214.08346557617188
1	214.50344848632812
2	214.9835205078125
1	215.46347045898438
2	215.90350341796875
1	216.36343383789062
2	216.9635009765625
1	217.50344848632812
2	218.08349609375
1	218.68344116210938
2	219.10342407226562
1	219.5634765625
2	220.13339233398438
1	220.71340942382812
2	221.23345947265625
1	221.81338500976562
2	222.32339477539062
1	222.82339477539062
2	223.34344482421875
1	223.87338256835938
2	224.34335327148438
1	224.89334106445312
2	225.493408203125
1	226.06341552734375
2	226.54339599609375
1	227.02334594726562
2	227.4833984375
1	228.02334594726562
2	228.51333618164062
1	229.06332397460938
2	229.50332641601562
1	229.93331909179688
2	230.52328491210938
1	230.953369140625
2	231.5533447265625
1	232.13327026367188
2	232.683349609375
1	233.08328247070312
2	233.67333984375
1	234.11325073242188
2	234.69326782226562
1	235.2633056640625
2	235.72323608398438
1	236.2633056640625
2	236.67324829101562
1	237.20321655273438
2	237.77322387695312
1	238.353271484375
2	238.93319702148438
1	239.4832763671875
2	239.9732666015625
1	240.38320922851562
2	240.86318969726562
1	241.37319946289062
2	241.92318725585938
1	242.38323974609375
2	242.9332275390625
1	243.39315795898438
2	243.9332275390625
1	244.33316040039062
2	244.74322509765625
1	245.22320556640625
2	245.793212890625
1	246.20315551757812
2	246.72311401367188
1	247.29312133789062
2	247.83319091796875
1	248.253173828125
2	248.70318603515625
1	249.2431640625
2	249.79312133789062
1	250.26309204101562
2	250.733154296875
1	251.28314208984375
2	251.82308959960938
1	252.27313232421875
2	252.85305786132812
1	253.3231201171875
2	253.86306762695312
1	254.29306030273438
2	254.8231201171875
1	255.39303588867188
2	255.97305297851562
1	256.5030212402344
2	256.923095703125
1	257.5130310058594
2	258.0530090332031
1	258.6230163574219
2	259.0429992675781
1	259.6029968261719
2	260.0229797363281
1	260.45306396484375
2	260.883056640625
1	261.44305419921875
2	262.0229797363281
1	262.613037109375
2	263.0829772949219
1	263.5129699707031
2	263.9529724121094
1	264.4229431152344
2	264.8529357910156
1	265.2929382324219
2	265.8330078125
1	266.2629089355469
2	266.8429260253906
1	267.3329162597656
2	267.8929138183594
1	268.3728942871094
2	268.8929138183594
1	269.29296875
2	269.71295166015625
1	270.1228942871094
2	270.5528869628906
1	270.9928894042969
2	271.4728698730469
1	272.0428771972656
2	272.4728698730469
1	272.8928527832031
2	273.31292724609375
1	273.8828430175781
2	274.472900390625
1	274.9028625488281
2	275.3728332519531
1	275.9228210449219
2	276.51287841796875
1	277.02288818359375
2	277.4728088378906
1	277.9728088378906
2	278.5227966308594
1	279.00286865234375
2	279.49285888671875
1	279.9728088378906
2	280.5027770996094
1	280.9228515625
2	281.40283203125
1	281.90283203125
2	282.45281982421875
1	283.0027770996094
2	283.56280517578125
1	284.0527648925781
2	284.622802734375
1	285.1527404785156
2	285.6327209472656
1	286.16278076171875
2	286.7327880859375
1	287.2027282714844
2	287.8027038574219
1	288.27276611328125
2	288.6927185058594
1	289.2826843261719
2	289.7726745605469
1	290.3426818847656
2	290.9327392578125
1	291.3926696777344
2	291.9326477050781
1	292.3926696777344
2	292.97271728515625
1	293.522705078125
2	293.9326477050781
1	294.5126953125
2	295.07269287109375
1	295.6426086425781
2	296.1726379394531
1	296.7226257324219
2	297.30267333984375
1	297.8526611328125
2	298.4425964355469
1	298.9925842285156
2	299.5025939941406
1	300.01263427734375
2	300.5726318359375
1	301.14263916015625
2	301.5825500488281
1	302.1725769042969
2	302.5725402832031
1	303.12261962890625
2	303.5325622558594
1	303.97259521484375
2	304.3825378417969
1	304.9325256347656
2	305.4925231933594
1	305.9325256347656
2	306.3825378417969
1	306.8625183105469
2	307.3324890136719
1	307.9024963378906
2	308.43255615234375
1	308.9624938964844
2	309.4725036621094
1	310.04254150390625
2	310.4725341796875
1	310.8724670410156
2	311.4625244140625
1	312.0524597167969
2	312.5624694824219
1	313.1124572753906
2	313.5625
1	314.1424255371094
2	314.6724853515625
1	315.2524108886719
2	315.6724853515625
1	316.11248779296875
2	316.6324157714844
1	317.1224060058594
2	317.6224060058594
1	318.20245361328125
2	318.7923889160156
1	319.3824462890625
2	319.82244873046875
1	320.2623596191406
2	320.8523864746094
1	321.4523620605469
2	321.8624267578125
