type	onset
1	0.305816650390625
2	0.70587158203125
1	1.265869140625
2	1.835784912109375
1	2.335784912109375
2	2.825775146484375
1	3.41583251953125
2	3.885772705078125
1	4.385772705078125
2	4.8558349609375
1	5.265777587890625
2	5.705810546875
1	6.115753173828125
2	6.565765380859375
1	7.085723876953125
2	7.50579833984375
1	8.105743408203125
2	8.50579833984375
1	8.915740966796875
2	9.445709228515625
1	9.995697021484375
2	10.575714111328125
1	11.005706787109375
2	11.505706787109375
1	11.985687255859375
2	12.45574951171875
1	13.0057373046875
2	13.485687255859375
1	14.005645751953125
2	14.4857177734375
1	15.05572509765625
2	15.54571533203125
1	16.075653076171875
2	16.555633544921875
1	17.02569580078125
2	17.505645751953125
1	18.095611572265625
2	18.675628662109375
1	19.175628662109375
2	19.595611572265625
1	20.00567626953125
2	20.4256591796875
1	20.955596923828125
2	21.435577392578125
1	21.865570068359375
2	22.335601806640625
1	22.745574951171875
2	23.33563232421875
1	23.775634765625
2	24.235565185546875
1	24.745574951171875
2	25.19561767578125
1	25.665557861328125
2	26.265533447265625
1	26.665557861328125
2	27.195526123046875
1	27.6055908203125
2	28.055511474609375
1	28.52557373046875
2	29.03558349609375
1	29.475494384765625
2	29.985504150390625
1	30.525482177734375
2	31.055511474609375
1	31.50555419921875
2	32.00555419921875
1	32.585479736328125
2	33.025482177734375
1	33.505462646484375
2	33.97552490234375
1	34.46551513671875
2	34.935455322265625
1	35.405517578125
2	35.83551025390625
1	36.375457763671875
2	36.865447998046875
1	37.265411376953125
2	37.735443115234375
1	38.29547119140625
2	38.895416259765625
1	39.495391845703125
2	40.065399169921875
1	40.595458984375
2	40.995391845703125
1	41.4554443359375
2	41.9554443359375
1	42.495391845703125
2	42.925384521484375
1	43.38543701171875
2	43.965362548828125
1	44.395355224609375
2	44.875335693359375
1	45.375335693359375
2	45.885345458984375
1	46.455352783203125
2	46.865325927734375
1	47.275390625
2	47.785308837890625
1	48.19537353515625
2	48.775299072265625
1	49.235321044921875
2	49.725311279296875
1	50.315277099609375
2	50.765289306640625
1	51.16534423828125
2	51.635284423828125
1	52.21533203125
2	52.64532470703125
1	53.205322265625
2	53.735260009765625
1	54.25531005859375
2	54.665252685546875
1	55.115264892578125
2	55.655242919921875
1	56.255218505859375
2	56.655242919921875
1	57.185211181640625
2	57.6552734375
1	58.205230712890625
2	58.745208740234375
1	59.32525634765625
2	59.88525390625
1	60.465179443359375
2	60.985198974609375
1	61.43524169921875
2	61.92523193359375
1	62.455169677734375
2	62.965179443359375
1	63.42523193359375
2	63.825164794921875
1	64.37515258789062
2	64.91513061523438
1	65.39520263671875
2	65.99514770507812
1	66.49517822265625
2	66.98513793945312
1	67.44509887695312
2	67.94509887695312
1	68.48516845703125
2	69.00509643554688
1	69.55508422851562
2	69.96514892578125
1	70.44509887695312
2	70.92507934570312
1	71.34506225585938
2	71.77505493164062
1	72.31512451171875
2	72.7451171875
