filename	acq_time
eeg/sub-29_task-active_run-1_eeg.bdf	2025-02-04T12:58:27.000000Z
eeg/sub-29_task-active_run-2_eeg.bdf	2025-02-04T13:33:00.000000Z
eeg/sub-29_task-active_run-3_eeg.bdf	2025-02-04T14:06:50.000000Z
eeg/sub-29_task-active_run-4_eeg.bdf	2025-02-04T14:29:52.000000Z
eeg/sub-29_task-active_run-5_eeg.bdf	2025-02-04T14:52:32.000000Z
eeg/sub-29_task-motor_run-1_eeg.bdf	2025-02-04T13:21:45.000000Z
eeg/sub-29_task-motor_run-2_eeg.bdf	2025-02-04T13:55:25.000000Z
eeg/sub-29_task-passive_run-1_eeg.bdf	2025-02-04T13:10:52.000000Z
eeg/sub-29_task-passive_run-2_eeg.bdf	2025-02-04T13:44:30.000000Z
eeg/sub-29_task-passive_run-3_eeg.bdf	2025-02-04T14:18:49.000000Z
eeg/sub-29_task-passive_run-4_eeg.bdf	2025-02-04T14:41:45.000000Z
