type	onset
1	1.140960693359375
2	1.630950927734375
1	2.190948486328125
2	2.700958251953125
1	3.190948486328125
2	3.690948486328125
1	4.180938720703125
2	4.69097900390625
1	5.220916748046875
2	5.720916748046875
1	6.23095703125
2	6.720916748046875
1	7.240875244140625
2	7.73095703125
1	8.240875244140625
2	8.740875244140625
1	9.230865478515625
2	9.76092529296875
1	10.230865478515625
2	10.75091552734375
1	11.230865478515625
2	11.720855712890625
1	12.200836181640625
2	12.760833740234375
1	13.260833740234375
2	13.7908935546875
1	14.2708740234375
2	14.72088623046875
1	15.230804443359375
2	15.740814208984375
1	16.270782470703125
2	16.720794677734375
1	17.210784912109375
2	17.760772705078125
1	18.2408447265625
2	18.700775146484375
1	19.210784912109375
2	19.770782470703125
1	20.27081298828125
2	20.760772705078125
1	21.240753173828125
2	21.7108154296875
1	22.240753173828125
2	22.770721435546875
1	23.270721435546875
2	23.74078369140625
1	24.200714111328125
2	24.710723876953125
1	25.210723876953125
2	25.700714111328125
1	26.200714111328125
2	26.730682373046875
1	27.250701904296875
2	27.730682373046875
1	28.250732421875
2	28.740692138671875
1	29.170684814453125
2	29.68072509765625
1	30.160675048828125
2	30.6107177734375
1	31.120635986328125
2	31.65069580078125
1	32.15069580078125
2	32.630645751953125
1	33.14068603515625
2	33.680633544921875
1	34.160614013671875
2	34.700592041015625
1	35.12066650390625
2	35.600616455078125
1	36.0506591796875
2	36.5406494140625
1	37.10064697265625
2	37.610565185546875
1	38.110565185546875
2	38.72064208984375
1	39.20062255859375
2	39.680572509765625
1	40.19061279296875
2	40.70062255859375
1	41.18060302734375
2	41.640533447265625
1	42.160552978515625
2	42.690521240234375
1	43.180511474609375
2	43.680511474609375
1	44.2205810546875
2	44.76055908203125
1	45.240509033203125
2	45.77056884765625
1	46.26055908203125
2	46.74053955078125
1	47.260467529296875
2	47.75054931640625
1	48.260467529296875
2	48.79052734375
1	49.300445556640625
2	49.780517578125
1	50.260467529296875
2	50.790435791015625
1	51.280426025390625
2	51.81048583984375
1	52.31048583984375
2	52.80047607421875
1	53.280426025390625
2	53.820404052734375
1	54.340423583984375
2	54.8504638671875
1	55.380401611328125
2	55.870391845703125
1	56.320404052734375
2	56.850372314453125
1	57.310394287109375
2	57.790374755859375
1	58.290374755859375
2	58.8004150390625
1	59.260345458984375
2	59.770355224609375
1	60.250335693359375
2	60.73040771484375
1	61.230316162109375
2	61.740325927734375
1	62.20037841796875
2	62.650390625
1	63.140380859375
2	63.63037109375
1	64.14028930664062
2	64.63037109375
1	65.13027954101562
2	65.64028930664062
1	66.12026977539062
2	66.65029907226562
1	67.11026000976562
2	67.64028930664062
1	68.10025024414062
2	68.60025024414062
1	69.10025024414062
2	69.53024291992188
1	70.04025268554688
2	70.55029296875
1	71.00021362304688
2	71.61029052734375
1	72.10028076171875
2	72.61029052734375
1	73.10028076171875
2	73.63021850585938
1	74.11019897460938
2	74.60018920898438
1	75.09017944335938
2	75.57025146484375
1	76.08016967773438
2	76.59017944335938
1	77.07015991210938
2	77.57015991210938
1	78.06015014648438
2	78.56015014648438
1	79.06015014648438
2	79.55014038085938
1	80.06015014648438
2	80.5802001953125
1	81.04013061523438
2	81.55014038085938
1	82.0601806640625
2	82.57009887695312
1	83.08010864257812
2	83.60015869140625
1	84.06008911132812
2	84.56008911132812
1	85.07009887695312
2	85.58013916015625
1	86.07009887695312
2	86.60006713867188
1	87.08004760742188
2	87.56011962890625
1	88.06011962890625
2	88.6201171875
1	89.10006713867188
2	89.58004760742188
1	90.09005737304688
2	90.57003784179688
1	91.08004760742188
2	91.54000854492188
1	92.090087890625
2	92.60000610351562
1	93.08999633789062
2	93.56005859375
1	94.08999633789062
2	94.58999633789062
1	95.05996704101562
2	95.56997680664062
