type	onset
1	3.575897216796875
2	4.125885009765625
1	4.685882568359375
2	5.225860595703125
1	5.725860595703125
2	6.26593017578125
1	6.775848388671875
2	7.305908203125
1	7.785858154296875
2	8.265838623046875
1	8.745819091796875
2	9.22589111328125
1	9.72589111328125
2	10.235809326171875
1	10.725799560546875
2	11.20587158203125
1	11.685821533203125
2	12.19586181640625
1	12.69586181640625
2	13.17584228515625
1	13.67584228515625
2	14.185760498046875
1	14.675750732421875
2	15.205780029296875
1	15.685760498046875
2	16.185760498046875
1	16.65582275390625
2	17.13580322265625
1	17.615753173828125
2	18.055755615234375
1	18.535736083984375
2	19.025726318359375
1	19.535736083984375
2	20.005706787109375
1	20.525726318359375
2	21.005706787109375
1	21.515716552734375
2	21.96575927734375
1	22.445709228515625
2	22.95574951171875
1	23.45574951171875
2	23.965667724609375
1	24.465667724609375
2	24.975677490234375
1	25.505645751953125
2	25.995635986328125
1	26.525665283203125
2	27.03570556640625
1	27.545623779296875
2	28.045623779296875
1	28.52569580078125
2	29.035614013671875
1	29.565673828125
2	30.0556640625
1	30.525604248046875
2	31.035614013671875
1	31.48565673828125
2	31.97564697265625
1	32.505584716796875
2	32.995574951171875
1	33.47564697265625
2	33.95562744140625
1	34.425567626953125
2	34.905548095703125
1	35.355560302734375
2	35.845550537109375
1	36.325531005859375
2	36.825531005859375
1	37.315521240234375
2	37.815521240234375
1	38.29559326171875
2	38.775543212890625
1	39.235504150390625
2	39.685516357421875
1	40.125518798828125
2	40.605499267578125
1	41.085479736328125
2	41.555511474609375
1	42.045501708984375
2	42.515472412109375
1	42.975494384765625
2	43.425537109375
1	43.885467529296875
2	44.335479736328125
1	44.765472412109375
2	45.235443115234375
1	45.695465087890625
2	46.125457763671875
1	46.57550048828125
2	47.0054931640625
1	47.455413818359375
2	47.895416259765625
1	48.345428466796875
2	48.79547119140625
1	49.2454833984375
2	49.67547607421875
1	50.125396728515625
2	50.565399169921875
1	51.005401611328125
2	51.4654541015625
1	51.925384521484375
2	52.365386962890625
1	52.825439453125
2	53.25543212890625
1	53.705352783203125
2	54.13543701171875
1	54.595367431640625
2	55.015350341796875
1	55.465362548828125
2	55.905364990234375
1	56.35540771484375
2	56.825347900390625
1	57.265350341796875
2	57.71539306640625
1	58.1353759765625
2	58.545318603515625
1	59.015380859375
2	59.425323486328125
1	59.905303955078125
2	60.355316162109375
1	60.80535888671875
2	61.215301513671875
1	61.645294189453125
2	62.085296630859375
1	62.495269775390625
2	62.925262451171875
1	63.365264892578125
2	63.77532958984375
1	64.1953125
2	64.63531494140625
1	65.0753173828125
2	65.53524780273438
1	65.99530029296875
2	66.44522094726562
1	66.89523315429688
2	67.34524536132812
1	67.7852783203125
2	68.23529052734375
1	68.63522338867188
2	69.09527587890625
1	69.54519653320312
2	69.99520874023438
1	70.42520141601562
2	70.875244140625
1	71.30520629882812
2	71.73519897460938
1	72.16519165039062
2	72.615234375
1	73.04522705078125
2	73.49514770507812
1	73.91522216796875
2	74.355224609375
1	74.79513549804688
2	75.23513793945312
1	75.67514038085938
2	76.11514282226562
1	76.55514526367188
2	76.99514770507812
1	77.4451904296875
2	77.86517333984375
1	78.30517578125
2	78.75509643554688
1	79.20510864257812
2	79.65512084960938
1	80.08511352539062
2	80.51510620117188
1	80.94509887695312
2	81.37509155273438
1	81.80508422851562
2	82.24508666992188
1	82.67507934570312
2	83.1251220703125
1	83.58505249023438
2	84.04507446289062
1	84.4951171875
2	84.92510986328125
1	85.39505004882812
2	85.8551025390625
1	86.33505249023438
2	86.76504516601562
1	87.215087890625
2	87.62503051757812
1	88.0750732421875
2	88.50506591796875
1	88.95498657226562
2	89.35501098632812
1	89.8050537109375
2	90.25497436523438
1	90.69497680664062
2	91.13497924804688
1	91.57498168945312
2	91.99496459960938
1	92.44497680664062
2	92.905029296875
1	93.38497924804688
2	93.81497192382812
1	94.2650146484375
2	94.69500732421875
1	95.125
2	95.59494018554688
1	96.02493286132812
2	96.47494506835938
1	96.93490600585938
2	97.39492797851562
1	97.81491088867188
2	98.26492309570312
1	98.69491577148438
2	99.15496826171875
1	99.62490844726562
2	100.06491088867188
1	100.48489379882812
2	100.91488647460938
1	101.34487915039062
2	101.81494140625
1	102.24493408203125
2	102.6749267578125
1	103.12484741210938
2	103.56484985351562
1	103.98483276367188
2	104.44485473632812
1	104.88485717773438
2	105.32489013671875
1	105.79483032226562
2	106.2548828125
1	106.71481323242188
2	107.19488525390625
1	107.64480590820312
2	108.09481811523438
1	108.52481079101562
2	108.95480346679688
1	109.38479614257812
2	109.80477905273438
1	110.224853515625
2	110.63479614257812
1	111.06478881835938
2	111.49478149414062
1	111.94482421875
2	112.39483642578125
1	112.8248291015625
2	113.28475952148438
1	113.75473022460938
2	114.21475219726562
1	114.64474487304688
2	115.09478759765625
1	115.51473999023438
2	115.96478271484375
1	116.394775390625
2	116.85470581054688
1	117.2747802734375
2	117.71469116210938
1	118.16470336914062
2	118.61471557617188
1	119.07467651367188
2	119.52468872070312
1	119.94467163085938
2	120.38467407226562
1	120.83468627929688
2	121.31466674804688
1	121.76467895507812
2	122.19467163085938
1	122.64471435546875
2	123.09463500976562
1	123.53463745117188
2	123.98464965820312
1	124.46463012695312
2	124.9447021484375
1	125.39462280273438
2	125.84463500976562
1	126.27462768554688
2	126.73468017578125
1	127.1646728515625
2	127.63461303710938
1	128.07461547851562
2	128.54458618164062
1	128.95465087890625
2	129.3846435546875
1	129.82464599609375
2	130.254638671875
1	130.68463134765625
2	131.1146240234375
1	131.57455444335938
2	132.02456665039062
1	132.44454956054688
2	132.8546142578125
1	133.27456665039062
2	133.724609375
1	134.18453979492188
2	134.61453247070312
1	135.04452514648438
2	135.52450561523438
1	135.99453735351562
2	136.4345703125
1	136.87457275390625
2	137.27450561523438
1	137.71450805664062
2	138.15451049804688
1	138.63449096679688
2	139.10455322265625
1	139.54446411132812
2	139.98446655273438
1	140.42446899414062
2	140.83453369140625
1	141.28445434570312
2	141.73446655273438
1	142.17446899414062
2	142.64443969726562
1	143.09445190429688
2	143.55450439453125
1	144.00442504882812
2	144.44442749023438
1	144.91448974609375
2	145.37442016601562
1	145.844482421875
2	146.28448486328125
1	146.71438598632812
2	147.15438842773438
1	147.58438110351562
2	148.01446533203125
1	148.4444580078125
2	148.87445068359375
1	149.304443359375
2	149.72439575195312
1	150.1744384765625
2	150.57437133789062
1	150.98443603515625
2	151.43435668945312
1	151.86434936523438
2	152.264404296875
1	152.68435668945312
2	153.11434936523438
1	153.53433227539062
2	153.93438720703125
1	154.34432983398438
2	154.76431274414062
1	155.17437744140625
2	155.57431030273438
1	156.00430297851562
2	156.42437744140625
1	156.87429809570312
2	157.28436279296875
1	157.71435546875
2	158.15435791015625
1	158.55429077148438
2	158.99429321289062
1	159.43429565429688
2	159.86428833007812
1	160.3043212890625
2	160.77426147460938
1	161.22427368164062
2	161.65426635742188
1	162.10430908203125
2	162.5343017578125
1	162.96429443359375
2	163.37423706054688
1	163.82424926757812
2	164.24423217773438
1	164.67422485351562
2	165.07427978515625
1	165.5042724609375
2	165.93426513671875
1	166.36422729492188
2	166.81427001953125
1	167.2342529296875
2	167.64419555664062
1	168.06417846679688
2	168.49417114257812
1	168.94418334960938
2	169.38418579101562
1	169.80416870117188
2	170.23416137695312
1	170.66415405273438
2	171.10415649414062
1	171.51422119140625
2	171.9342041015625
1	172.34414672851562
2	172.76412963867188
1	173.19412231445312
2	173.61419677734375
1	173.99411010742188
2	174.39413452148438
1	174.82412719726562
2	175.25411987304688
1	175.67410278320312
2	176.08416748046875
1	176.53408813476562
2	176.95416259765625
1	177.3841552734375
2	177.81414794921875
1	178.23410034179688
2	178.63406372070312
1	179.07406616210938
2	179.54412841796875
1	179.99404907226562
2	180.40411376953125
1	180.82406616210938
2	181.23403930664062
1	181.65411376953125
2	182.06405639648438
1	182.50405883789062
2	182.93405151367188
1	183.34402465820312
2	183.77401733398438
1	184.21401977539062
2	184.62408447265625
1	185.0540771484375
2	185.47402954101562
1	185.90402221679688
2	186.32400512695312
1	186.75399780273438
2	187.21405029296875
1	187.61398315429688
2	188.0140380859375
1	188.43399047851562
2	188.86398315429688
1	189.31402587890625
2	189.72396850585938
1	190.17398071289062
2	190.6240234375
1	191.03396606445312
2	191.46395874023438
1	191.88394165039062
2	192.28399658203125
1	192.68392944335938
2	193.11392211914062
1	193.53399658203125
2	193.9639892578125
1	194.41390991210938
2	194.823974609375
1	195.25396728515625
2	195.67391967773438
1	196.07388305664062
2	196.50396728515625
1	196.9339599609375
2	197.38388061523438
1	197.783935546875
2	198.18386840820312
1	198.55386352539062
2	198.95388793945312
1	199.35385131835938
2	199.79385375976562
1	200.21392822265625
2	200.6339111328125
1	201.06390380859375
2	201.47384643554688
1	201.8739013671875
2	202.30389404296875
1	202.77383422851562
2	203.20382690429688
1	203.62380981445312
2	204.03387451171875
1	204.45382690429688
2	204.89382934570312
1	205.31381225585938
2	205.74380493164062
1	206.16378784179688
2	206.59378051757812
1	207.00384521484375
2	207.40377807617188
1	207.82376098632812
2	208.22378540039062
1	208.673828125
2	209.08377075195312
1	209.5338134765625
2	209.913818359375
1	210.35382080078125
2	210.7838134765625
1	211.23373413085938
2	211.643798828125
1	212.07379150390625
2	212.5037841796875
1	212.90371704101562
2	213.30374145507812
1	213.7437744140625
2	214.17376708984375
1	214.60372924804688
2	215.01370239257812
1	215.46371459960938
2	215.88369750976562
1	216.28375244140625
2	216.7237548828125
1	217.16366577148438
2	217.57373046875
1	218.00369262695312
2	218.40365600585938
1	218.84365844726562
2	219.27365112304688
1	219.70364379882812
2	220.07363891601562
1	220.50363159179688
2	220.9136962890625
1	221.33364868164062
2	221.75363159179688
1	222.13363647460938
2	222.56362915039062
1	222.94363403320312
2	223.38363647460938
1	223.79360961914062
2	224.21368408203125
1	224.62362670898438
2	225.02359008789062
1	225.42361450195312
2	225.82357788085938
1	226.24365234375
2	226.67364501953125
1	227.09359741210938
2	227.52359008789062
1	227.93356323242188
2	228.3536376953125
1	228.75357055664062
2	229.20361328125
1	229.61355590820312
2	230.01361083984375
1	230.46353149414062
2	230.89352416992188
1	231.29354858398438
