type	onset
1	1.103118896484375
2	1.673126220703125
1	2.173126220703125
2	2.753173828125
1	3.273101806640625
2	3.813079833984375
1	4.3531494140625
2	4.92315673828125
1	5.463134765625
2	6.02313232421875
1	6.5831298828125
2	7.163055419921875
1	7.603057861328125
2	8.193115234375
1	8.653045654296875
2	9.193023681640625
1	9.753021240234375
2	10.283050537109375
1	10.883026123046875
2	11.4130859375
1	11.943023681640625
2	12.403076171875
1	12.943023681640625
2	13.44305419921875
1	13.852996826171875
2	14.373046875
1	14.863037109375
2	15.402984619140625
1	15.932952880859375
2	16.35302734375
1	16.863037109375
2	17.302947998046875
1	17.7230224609375
2	18.14300537109375
1	18.65301513671875
2	19.13299560546875
1	19.662933349609375
2	20.1929931640625
1	20.602935791015625
2	21.052978515625
1	21.632904052734375
2	22.082916259765625
1	22.612884521484375
2	23.172882080078125
1	23.71295166015625
2	24.302886962890625
1	24.722869873046875
2	25.19293212890625
1	25.662872314453125
2	26.102874755859375
1	26.56292724609375
2	27.082855224609375
1	27.66290283203125
2	28.23291015625
1	28.812835693359375
2	29.302825927734375
1	29.822845458984375
2	30.372833251953125
1	30.8328857421875
2	31.3128662109375
1	31.742828369140625
2	32.25286865234375
1	32.8128662109375
2	33.252777099609375
1	33.762786865234375
2	34.302764892578125
1	34.832794189453125
2	35.382781982421875
1	35.982757568359375
2	36.492767333984375
1	37.042755126953125
2	37.482757568359375
1	38.0028076171875
2	38.542755126953125
1	39.022735595703125
2	39.4827880859375
1	40.062713623046875
2	40.572723388671875
1	41.02276611328125
2	41.492706298828125
1	42.002716064453125
2	42.422698974609375
1	42.872711181640625
2	43.4427490234375
1	43.87274169921875
2	44.352691650390625
1	44.812744140625
2	45.302734375
1	45.812652587890625
2	46.372650146484375
1	46.862640380859375
2	47.422637939453125
1	47.862640380859375
2	48.33270263671875
1	48.812652587890625
2	49.332611083984375
1	49.762603759765625
2	50.30267333984375
1	50.782623291015625
2	51.3526611328125
1	51.812591552734375
2	52.232666015625
1	52.65264892578125
2	53.232574462890625
1	53.792572021484375
2	54.282562255859375
1	54.88262939453125
2	55.342559814453125
1	55.76263427734375
2	56.262542724609375
1	56.752532958984375
2	57.262542724609375
1	57.762542724609375
2	58.262542724609375
1	58.71258544921875
2	59.292510986328125
1	59.732513427734375
2	60.302520751953125
1	60.782501220703125
2	61.302520751953125
1	61.80255126953125
2	62.352508544921875
1	62.80255126953125
2	63.242462158203125
1	63.812469482421875
2	64.36245727539062
1	64.93246459960938
2	65.50247192382812
1	66.02252197265625
2	66.4525146484375
1	66.89251708984375
2	67.33242797851562
