type	onset
1	1.0361328125
2	1.566070556640625
1	2.126068115234375
2	2.676055908203125
1	3.1461181640625
2	3.69610595703125
1	4.286041259765625
2	4.756103515625
1	5.31610107421875
2	5.8560791015625
1	6.446014404296875
2	6.865997314453125
1	7.276031494140625
2	7.876007080078125
1	8.355987548828125
2	8.77606201171875
1	9.305999755859375
2	9.8160400390625
1	10.3260498046875
2	10.855987548828125
1	11.36602783203125
2	11.785980224609375
1	12.245941162109375
2	12.7860107421875
1	13.21600341796875
2	13.72601318359375
1	14.315948486328125
2	14.785919189453125
1	15.185943603515625
2	15.595916748046875
1	16.06597900390625
2	16.55596923828125
1	17.105926513671875
2	17.645904541015625
1	18.095916748046875
2	18.67596435546875
1	19.235870361328125
2	19.66595458984375
1	20.245880126953125
2	20.825927734375
1	21.295867919921875
2	21.905853271484375
1	22.415863037109375
2	22.835845947265625
1	23.345855712890625
2	23.945831298828125
1	24.465850830078125
2	25.005828857421875
1	25.485809326171875
2	25.945831298828125
1	26.365814208984375
2	26.925811767578125
1	27.515869140625
2	28.06585693359375
1	28.6158447265625
2	29.195770263671875
1	29.745849609375
2	30.195770263671875
1	30.73583984375
2	31.305755615234375
1	31.815765380859375
2	32.305755615234375
1	32.77581787109375
2	33.3258056640625
1	33.905731201171875
2	34.465728759765625
1	35.0557861328125
2	35.515716552734375
1	36.065704345703125
2	36.645721435546875
1	37.205718994140625
2	37.70574951171875
1	38.125701904296875
2	38.715667724609375
1	39.2557373046875
2	39.7557373046875
1	40.205657958984375
2	40.775665283203125
1	41.335662841796875
2	41.7357177734375
1	42.16571044921875
2	42.645660400390625
1	43.105712890625
2	43.65570068359375
1	44.07568359375
2	44.505645751953125
1	45.095611572265625
2	45.665618896484375
1	46.085601806640625
2	46.6756591796875
1	47.155609130859375
2	47.72564697265625
1	48.28564453125
2	48.84564208984375
1	49.295562744140625
2	49.825592041015625
1	50.295562744140625
2	50.69561767578125
1	51.265625
2	51.835540771484375
1	52.265533447265625
2	52.68560791015625
1	53.275543212890625
2	53.835540771484375
1	54.425506591796875
2	55.005523681640625
1	55.53558349609375
2	56.01556396484375
1	56.425506591796875
2	56.95556640625
1	57.465484619140625
2	58.025482177734375
1	58.575469970703125
2	59.135467529296875
1	59.655487060546875
2	60.195465087890625
1	60.59552001953125
2	61.055450439453125
1	61.495452880859375
2	61.925445556640625
1	62.375457763671875
2	62.925445556640625
1	63.465423583984375
2	64.02542114257812
1	64.54544067382812
2	64.96542358398438
1	65.46542358398438
2	66.04547119140625
1	66.56539916992188
2	67.14544677734375
1	67.58544921875
2	68.17538452148438
1	68.68539428710938
2	69.1854248046875
1	69.6854248046875
2	70.10537719726562
1	70.51535034179688
2	70.94534301757812
1	71.52536010742188
2	72.00534057617188
1	72.47540283203125
2	73.01535034179688
1	73.56533813476562
2	74.08538818359375
1	74.61532592773438
2	75.16531372070312
1	75.67532348632812
2	76.245361328125
1	76.7353515625
2	77.18527221679688
1	77.75527954101562
2	78.19528198242188
1	78.65533447265625
2	79.25527954101562
1	79.75527954101562
2	80.17526245117188
1	80.705322265625
2	81.23526000976562
1	81.67526245117188
2	82.15524291992188
1	82.73529052734375
2	83.14523315429688
1	83.67529296875
2	84.17520141601562
1	84.75521850585938
2	85.22518920898438
1	85.74520874023438
2	86.21517944335938
1	86.63525390625
2	87.16519165039062
1	87.66519165039062
2	88.25515747070312
1	88.69515991210938
2	89.2352294921875
1	89.66522216796875
2	90.2252197265625
1	90.78521728515625
2	91.35513305664062
1	91.91513061523438
2	92.43515014648438
1	92.95510864257812
2	93.37518310546875
1	93.85513305664062
2	94.30517578125
1	94.70510864257812
2	95.30508422851562
1	95.75509643554688
2	96.29507446289062
1	96.72506713867188
2	97.16506958007812
1	97.57513427734375
2	98.00509643554688
1	98.41506958007812
2	98.97506713867188
1	99.51504516601562
2	100.01504516601562
1	100.485107421875
2	101.00503540039062
1	101.43502807617188
2	101.95504760742188
1	102.37503051757812
2	102.92501831054688
1	103.37503051757812
2	103.93502807617188
1	104.39508056640625
2	104.955078125
1	105.35501098632812
2	105.87506103515625
1	106.47500610351562
2	106.98504638671875
1	107.46499633789062
2	108.00497436523438
1	108.58502197265625
2	109.03494262695312
1	109.45501708984375
2	109.97494506835938
1	110.54495239257812
2	111.09494018554688
1	111.53494262695312
2	111.95492553710938
1	112.43499755859375
2	112.864990234375
1	113.28497314453125
2	113.7349853515625
1	114.26492309570312
2	114.74490356445312
1	115.34487915039062
2	115.90487670898438
1	116.35488891601562
2	116.89486694335938
1	117.29489135742188
2	117.804931640625
1	118.31484985351562
2	118.71487426757812
1	119.14486694335938
2	119.58486938476562
1	120.1549072265625
2	120.6448974609375
1	121.08489990234375
2	121.52490234375
1	122.11483764648438
2	122.65481567382812
1	123.1348876953125
2	123.58480834960938
1	124.08480834960938
2	124.53482055664062
1	124.974853515625
2	125.42486572265625
1	125.86477661132812
2	126.40484619140625
1	126.90484619140625
2	127.47476196289062
1	128.01483154296875
2	128.49478149414062
1	129.08474731445312
2	129.5548095703125
1	129.96475219726562
2	130.37472534179688
1	130.84475708007812
2	131.26473999023438
1	131.76473999023438
2	132.32473754882812
1	132.86471557617188
2	133.34469604492188
1	133.85470581054688
2	134.33468627929688
1	134.85470581054688
2	135.30474853515625
1	135.76467895507812
2	136.20468139648438
1	136.75466918945312
2	137.32467651367188
1	137.8447265625
2	138.40472412109375
1	138.97463989257812
2	139.41464233398438
1	139.85464477539062
2	140.38470458984375
1	140.95462036132812
2	141.44461059570312
1	141.97463989257812
2	142.57461547851562
1	143.09466552734375
2	143.64462280273438
1	144.1546630859375
2	144.60458374023438
1	145.07464599609375
2	145.57464599609375
1	146.1346435546875
2	146.61459350585938
1	147.09457397460938
2	147.66458129882812
1	148.12454223632812
2	148.56454467773438
1	149.11453247070312
2	149.61453247070312
1	150.12454223632812
2	150.61453247070312
1	151.11453247070312
2	151.51458740234375
1	151.95458984375
2	152.38458251953125
1	152.89450073242188
2	153.41452026367188
1	153.91452026367188
2	154.37448120117188
1	154.96450805664062
2	155.44448852539062
1	155.98446655273438
2	156.43447875976562
1	156.904541015625
2	157.45452880859375
1	157.87451171875
2	158.35446166992188
1	158.79446411132812
2	159.34445190429688
1	159.80450439453125
2	160.364501953125
1	160.87442016601562
2	161.32443237304688
1	161.80441284179688
2	162.35440063476562
1	162.85440063476562
2	163.35440063476562
1	163.89437866210938
2	164.38446044921875
1	164.90438842773438
2	165.40438842773438
1	165.81436157226562
2	166.38436889648438
1	166.86434936523438
2	167.32437133789062
1	167.83441162109375
2	168.41433715820312
1	168.96441650390625
2	169.40432739257812
1	169.84432983398438
2	170.26431274414062
1	170.73434448242188
2	171.31439208984375
1	171.83432006835938
2	172.37429809570312
1	172.8543701171875
2	173.44430541992188
1	174.00430297851562
2	174.43429565429688
1	174.9443359375
2	175.41427612304688
1	175.92428588867188
2	176.34426879882812
1	176.82424926757812
2	177.2943115234375
1	177.70425415039062
2	178.13424682617188
1	178.70425415039062
2	179.2943115234375
