type	onset
1	13.446807861328125
2	14.242401123046875
1	15.20318603515625
2	15.81866455078125
1	16.373992919921875
2	17.214630126953125
1	17.875152587890625
2	18.53570556640625
1	19.226165771484375
2	19.916656494140625
1	20.517120361328125
2	21.132598876953125
1	21.793060302734375
2	22.393524169921875
1	23.0540771484375
2	23.654541015625
1	24.314971923828125
2	24.94549560546875
1	25.590911865234375
2	26.221405029296875
1	26.821868896484375
2	27.42236328125
1	28.022735595703125
2	28.668243408203125
1	29.32879638671875
2	30.079345703125
1	30.37957763671875
2	31.310211181640625
1	32.2860107421875
2	33.246673583984375
1	34.16241455078125
2	35.153106689453125
1	35.933685302734375
2	36.759307861328125
1	37.539886474609375
2	38.350494384765625
1	39.146087646484375
2	39.986724853515625
1	40.737274169921875
2	41.4879150390625
1	42.28350830078125
2	43.1241455078125
1	43.90472412109375
2	44.7003173828125
1	45.58599853515625
2	46.456573486328125
1	47.372283935546875
2	48.137847900390625
1	49.008514404296875
2	49.819122314453125
1	50.614715576171875
2	51.440338134765625
1	52.265960693359375
2	53.046539306640625
1	53.872161865234375
2	54.74285888671875
1	55.508392333984375
2	56.319000244140625
1	57.054534912109375
2	57.790069580078125
1	58.690765380859375
2	59.57647705078125
1	60.372039794921875
2	61.332733154296875
1	62.233428955078125
2	63.1341552734375
1	63.95977783203125
2	64.89041137695312
1	65.79110717773438
2	66.61676025390625
1	67.36727905273438
2	68.19290161132812
1	69.01852416992188
2	69.78408813476562
1	70.65475463867188
2	71.52545166015625
1	72.57623291015625
2	73.31173706054688
1	74.18240356445312
2	75.0230712890625
1	75.66848754882812
2	76.53915405273438
1	77.43988037109375
2	78.20541381835938
1	78.92593383789062
2	79.78158569335938
1	80.47216796875
2	81.25274658203125
1	81.95822143554688
2	82.76882934570312
1	83.59445190429688
2	84.32998657226562
1	85.09555053710938
2	85.8311767578125
1	86.59671020507812
2	87.33224487304688
1	88.0228271484375
2	88.81842041015625
1	89.88421630859375
2	90.91995239257812
1	91.97073364257812
2	93.02151489257812
1	93.9522705078125
2	94.98800659179688
1	96.00875854492188
2	96.90945434570312
1	97.7801513671875
2	98.81591796875
1	99.70159912109375
2	100.4671630859375
1	101.593017578125
2	102.32855224609375
1	103.1842041015625
2	103.96478271484375
1	104.83544921875
2	105.64605712890625
1	106.33651733398438
2	107.20721435546875
1	108.0328369140625
2	108.78335571289062
1	109.47384643554688
2	110.41958618164062
1	111.3052978515625
2	112.05581665039062
1	112.74630737304688
2	113.54190063476562
1	114.48764038085938
2	115.35833740234375
1	116.25894165039062
2	116.99456787109375
1	117.86514282226562
2	118.69076538085938
1	119.4564208984375
2	120.32699584960938
1	121.18264770507812
2	121.91818237304688
1	122.6688232421875
2	123.43438720703125
1	124.16989135742188
2	125.05557250976562
1	125.86618041992188
2	126.67678833007812
1	127.48739624023438
2	128.22293090820312
1	128.98849487304688
2	129.78408813476562
1	130.53472900390625
2	131.30029296875
1	132.08084106445312
2	132.81637573242188
1	133.67202758789062
2	134.43759155273438
1	135.29324340820312
2	136.04379272460938
1	136.85440063476562
2	137.61996459960938
1	138.340576171875
2	139.37631225585938
1	140.20193481445312
2	141.0426025390625
1	141.83819580078125
2	142.73880004882812
1	143.63949584960938
2	144.49514770507812
1	145.35079956054688
2	146.28146362304688
1	147.12210083007812
2	147.94772338867188
1	148.75833129882812
2	149.62899780273438
1	150.34951782226562
2	151.10015869140625
1	151.80563354492188
2	152.51113891601562
1	153.17166137695312
2	153.89218139648438
1	154.53768920898438
2	155.22817993164062
1	155.90371704101562
2	156.60922241210938
1	157.269775390625
2	157.91519165039062
1	158.57571411132812
2	159.23626708984375
1	159.86666870117188
2	160.542236328125
1	161.23269653320312
2	161.87823486328125
1	162.55368041992188
2	163.16915893554688
1	163.87466430664062
2	164.59527587890625
1	165.24069213867188
2	165.9613037109375
1	166.65176391601562
2	167.37228393554688
1	168.07785034179688
2	168.81338500976562
1	169.59396362304688
2	170.3145751953125
1	171.00503540039062
2	171.71054077148438
1	172.43115234375
2	173.13662719726562
1	173.84222412109375
2	174.56271362304688
1	175.22317504882812
2	175.91372680664062
1	176.58920288085938
2	177.27975463867188
1	177.95523071289062
2	178.67584228515625
1	179.41134643554688
2	180.02685546875
1	180.70230102539062
2	181.40789794921875
1	182.24844360351562
2	182.95401000976562
1	183.61447143554688
2	184.320068359375
1	185.07058715820312
2	185.73114013671875
1	186.57177734375
2	187.24722290039062
1	188.02780151367188
2	188.86843872070312
1	189.57394409179688
2	190.279541015625
1	190.89501953125
2	191.63055419921875
1	192.27597045898438
2	193.37179565429688
1	194.137451171875
2	195.09811401367188
1	195.87869262695312
2	196.58419799804688
1	197.3348388671875
2	198.02529907226562
1	198.77584838867188
2	199.54150390625
1	200.32208251953125
2	200.99752807617188
1	201.73306274414062
2	202.61874389648438
1	203.45938110351562
2	204.23995971679688
1	205.15570068359375
2	205.996337890625
1	206.91195678710938
2	207.73757934570312
1	208.54818725585938
2	209.2237548828125
1	210.42459106445312
2	211.22018432617188
1	212.01577758789062
2	212.93148803710938
1	213.77212524414062
2	214.49264526367188
1	215.28823852539062
2	216.09884643554688
1	216.93948364257812
2	217.75009155273438
1	218.57571411132812
2	219.22122192382812
1	220.03182983398438
2	220.73733520507812
1	221.45794677734375
2	222.19345092773438
1	222.95901489257812
2	223.63458251953125
1	224.400146484375
2	225.12063598632812
1	225.82614135742188
2	226.591796875
1	227.38739013671875
2	228.09286499023438
1	228.82839965820312
2	229.57904052734375
1	230.31454467773438
2	231.02005004882812
1	231.77059936523438
2	232.5662841796875
1	233.27175903320312
2	233.97726440429688
1	234.712890625
2	235.49346923828125
1	236.24398803710938
2	236.97952270507812
1	237.68511962890625
2	238.4656982421875
1	239.17117309570312
2	239.86175537109375
1	240.58224487304688
2	241.34780883789062
1	242.03839111328125
2	242.7889404296875
1	243.47940063476562
2	244.18499755859375
1	244.83041381835938
2	245.58096313476562
1	246.36163330078125
2	247.06710815429688
1	247.89273071289062
