type	onset
1	4.521575927734375
2	5.076995849609375
1	5.632415771484375
2	6.232879638671875
1	6.773284912109375
2	7.298675537109375
1	7.779022216796875
2	8.364471435546875
1	8.79986572265625
2	9.28021240234375
1	9.82061767578125
2	10.37603759765625
1	10.91644287109375
2	11.351715087890625
1	11.907135009765625
2	12.507598876953125
1	12.972930908203125
2	13.453277587890625
1	13.978668212890625
2	14.534088134765625
1	15.074493408203125
2	15.554931640625
1	16.05029296875
2	16.6207275390625
1	17.2061767578125
2	17.6865234375
1	18.181854248046875
2	18.7823486328125
1	19.3677978515625
2	19.803070068359375
1	20.328460693359375
2	20.838836669921875
1	21.304168701171875
2	21.919647216796875
1	22.445037841796875
2	22.910369873046875
1	23.42083740234375
2	23.991180419921875
1	24.48663330078125
2	25.087005615234375
1	25.672454833984375
2	26.10784912109375
1	26.543121337890625
2	27.15863037109375
1	27.72906494140625
2	28.23944091796875
1	28.854827880859375
2	29.440277099609375
1	29.965667724609375
2	30.521087646484375
1	31.076507568359375
2	31.55694580078125
1	32.097259521484375
2	32.63775634765625
1	33.088043212890625
2	33.613433837890625
1	34.153839111328125
2	34.649200439453125
1	35.129547119140625
2	35.669952392578125
1	36.225372314453125
2	36.765777587890625
1	37.306182861328125
2	37.7716064453125
1	38.386993408203125
2	38.867340087890625
1	39.407745361328125
2	39.858154296875
1	40.278411865234375
2	40.71380615234375
1	41.194122314453125
2	41.689483642578125
1	42.274932861328125
2	42.770294189453125
1	43.220611572265625
2	43.656005859375
1	44.136322021484375
2	44.7518310546875
1	45.2772216796875
2	45.757537841796875
1	46.207855224609375
2	46.793304443359375
1	47.258636474609375
2	47.76910400390625
1	48.204376220703125
2	48.81988525390625
1	49.36029052734375
2	49.840606689453125
1	50.45611572265625
2	50.95147705078125
1	51.446807861328125
2	51.927154541015625
1	52.422515869140625
2	52.887939453125
1	53.473388671875
2	53.893646240234375
1	54.373992919921875
2	54.854339599609375
1	55.454803466796875
2	55.995208740234375
1	56.475555419921875
2	56.95599365234375
1	57.391265869140625
2	58.00677490234375
1	58.517120361328125
2	58.982452392578125
1	59.567901611328125
2	60.033233642578125
1	60.4986572265625
2	60.948944091796875
1	61.50439453125
2	62.014739990234375
1	62.585205078125
2	63.080535888671875
1	63.635955810546875
2	64.25146484375
1	64.71676635742188
2	65.22714233398438
1	65.78256225585938
2	66.383056640625
1	66.968505859375
2	67.38876342773438
1	67.86911010742188
2	68.37948608398438
1	68.88995361328125
2	69.41534423828125
1	69.85061645507812
2	70.30093383789062
1	70.7513427734375
2	71.33670043945312
1	71.84716796875
2	72.29745483398438
1	72.867919921875
2	73.4383544921875
1	74.0238037109375
2	74.57913208007812
1	75.14956665039062
2	75.76504516601562
1	76.1854248046875
2	76.80081176757812
1	77.41629028320312
2	78.01678466796875
1	78.48208618164062
2	79.02249145507812
1	79.59292602539062
2	80.10330200195312
1	80.58364868164062
2	81.13906860351562
1	81.70950317382812
2	82.32498168945312
1	82.76028442382812
2	83.2257080078125
1	83.79605102539062
2	84.33645629882812
1	84.93692016601562
2	85.40234375
1	85.86767578125
2	86.39303588867188
1	86.9635009765625
2	87.42880249023438
1	88.0443115234375
2	88.53964233398438
1	89.1251220703125
2	89.59042358398438
1	90.16085815429688
2	90.68624877929688
1	91.18161010742188
2	91.72201538085938
1	92.15740966796875
2	92.66778564453125
1	93.10305786132812
2	93.56838989257812
1	94.16885375976562
2	94.78433227539062
1	95.35479736328125
2	95.94024658203125
1	96.48065185546875
2	97.09603881835938
1	97.69650268554688
2	98.20687866210938
1	98.80734252929688
2	99.4078369140625
1	100.02322387695312
2	100.45858764648438
1	101.0440673828125
2	101.554443359375
1	102.1549072265625
2	102.7103271484375
1	103.14559936523438
2	103.58090209960938
1	104.16635131835938
2	104.75180053710938
1	105.3673095703125
2	105.9677734375
1	106.53811645507812
2	107.12356567382812
1	107.573974609375
2	108.1143798828125
1	108.6697998046875
2	109.18017578125
1	109.7506103515625
2	110.2760009765625
1	110.75634765625
2	111.2967529296875
1	111.9122314453125
2	112.51260375976562
1	113.02297973632812
2	113.56338500976562
1	114.13381958007812
2	114.5692138671875
1	115.03451538085938
2	115.6500244140625
1	116.26541137695312
2	116.745849609375
1	117.3162841796875
2	117.93167114257812
1	118.54714965820312
2	119.08755493164062
1	119.52285766601562
2	119.9732666015625
1	120.58865356445312
2	121.18911743164062
1	121.69949340820312
2	122.1348876953125
1	122.6602783203125
2	123.11056518554688
1	123.62094116210938
2	124.07135009765625
1	124.61175537109375
2	125.19711303710938
1	125.78256225585938
2	126.23297119140625
1	126.80340576171875
2	127.28375244140625
1	127.86920166015625
2	128.33450317382812
1	128.79983520507812
2	129.38528442382812
1	129.97076416015625
2	130.58624267578125
1	131.06658935546875
2	131.60699462890625
1	132.20745849609375
2	132.67279052734375
1	133.13809204101562
2	133.58840942382812
1	134.14382934570312
2	134.624267578125
1	135.04452514648438
2	135.56991577148438
1	136.02023315429688
2	136.48565673828125
1	136.98098754882812
2	137.58148193359375
1	138.12188720703125
2	138.73727416992188
1	139.24774169921875
2	139.84811401367188
1	140.44857788085938
2	140.97396850585938
1	141.45431518554688
2	141.90472412109375
1	142.35501098632812
2	142.91043090820312
1	143.49591064453125
2	144.08135986328125
1	144.51663208007812
2	145.04202270507812
1	145.47732543945312
2	146.04776000976562
1	146.64822387695312
2	147.21865844726562
1	147.66897583007812
2	148.26943969726562
1	148.73477172851562
2	149.35025024414062
1	149.95071411132812
2	150.49111938476562
1	151.06155395507812
2	151.51187133789062
1	151.97720336914062
2	152.442626953125
1	152.93795776367188
2	153.5084228515625
1	154.01876831054688
2	154.55917358398438
1	155.03952026367188
2	155.56491088867188
1	156.09030151367188
2	156.69076538085938
1	157.15609741210938
2	157.65155029296875
1	158.22189331054688
2	158.73236083984375
1	159.25775146484375
2	159.75311279296875
1	160.18838500976562
2	160.623779296875
1	161.089111328125
2	161.52438354492188
1	162.03475952148438
2	162.56015014648438
1	163.11557006835938
2	163.61102294921875
1	164.09136962890625
2	164.66180419921875
1	165.09707641601562
2	165.53237915039062
1	166.08779907226562
2	166.523193359375
1	167.13858032226562
2	167.67898559570312
1	168.12939453125
2	168.65475463867188
1	169.2552490234375
2	169.73556518554688
1	170.3360595703125
2	170.95144653320312
1	171.53689575195312
2	171.957275390625
1	172.5126953125
2	173.08303833007812
1	173.66848754882812
2	174.118896484375
1	174.58419799804688
2	175.06454467773438
1	175.52987670898438
2	175.98028564453125
1	176.55072021484375
2	176.98599243164062
1	177.45132446289062
2	177.96170043945312
1	178.54714965820312
2	179.08755493164062
1	179.5679931640625
2	180.00326538085938
1	180.55868530273438
2	181.02401733398438
1	181.59445190429688
2	182.10482788085938
1	182.54022216796875
2	183.03558349609375
1	183.48587036132812
2	184.04129028320312
1	184.47659301757812
2	184.927001953125
1	185.452392578125
2	186.0078125
1	186.563232421875
2	187.088623046875
1	187.55392456054688
2	188.13937377929688
1	188.7698974609375
2	189.2802734375
1	189.7906494140625
2	190.40603637695312
1	190.8564453125
2	191.38180541992188
1	191.84713745117188
2	192.29745483398438
1	192.82293701171875
2	193.34832763671875
1	193.88873291015625
2	194.50411987304688
1	195.02951049804688
2	195.46490478515625
1	196.05035400390625
2	196.54571533203125
1	197.01101684570312
2	197.56643676757812
1	198.06179809570312
2	198.60220336914062
1	199.15762329101562
2	199.68301391601562
1	200.19338989257812
2	200.6287841796875
1	201.1541748046875
2	201.7696533203125
1	202.280029296875
2	202.71530151367188
1	203.24069213867188
2	203.81112670898438
1	204.27645874023438
2	204.77182006835938
1	205.34225463867188
2	205.89767456054688
1	206.33306884765625
2	206.76834106445312
1	207.38385009765625
2	207.87918090820312
1	208.29946899414062
2	208.794921875
1	209.36526489257812
2	209.93569946289062
1	210.43106079101562
2	210.9415283203125
1	211.55691528320312
2	212.11233520507812
1	212.69778442382812
2	213.22317504882812
1	213.74856567382812
2	214.25894165039062
1	214.87442016601562
2	215.33975219726562
1	215.88015747070312
2	216.48062133789062
1	217.03604125976562
2	217.57644653320312
1	218.13186645507812
2	218.56716918945312
1	219.07763671875
2	219.69302368164062
1	220.17337036132812
2	220.6387939453125
1	221.08908081054688
2	221.62948608398438
1	222.19992065429688
2	222.69528198242188
1	223.20565795898438
2	223.62603759765625
1	224.04629516601562
2	224.57168579101562
1	225.06704711914062
2	225.60745239257812
1	226.14785766601562
2	226.76333618164062
1	227.27371215820312
2	227.76907348632812
1	228.32449340820312
2	228.804931640625
1	229.39028930664062
2	229.8406982421875
1	230.381103515625
2	230.86141967773438
1	231.32675170898438
2	231.77716064453125
