filename	acq_time
eeg/sub-30_task-active_run-1_eeg.bdf	2025-02-07T13:27:59.000000Z
eeg/sub-30_task-active_run-2_eeg.bdf	2025-02-07T14:04:46.000000Z
eeg/sub-30_task-active_run-3_eeg.bdf	2025-02-07T14:46:02.000000Z
eeg/sub-30_task-active_run-4_eeg.bdf	2025-02-07T15:10:01.000000Z
eeg/sub-30_task-active_run-5_eeg.bdf	2025-02-07T15:32:29.000000Z
eeg/sub-30_task-motor_run-1_eeg.bdf	2025-02-07T13:51:55.000000Z
eeg/sub-30_task-motor_run-2_eeg.bdf	2025-02-07T14:33:03.000000Z
eeg/sub-30_task-passive_run-1_eeg.bdf	2025-02-07T13:40:33.000000Z
eeg/sub-30_task-passive_run-2_eeg.bdf	2025-02-07T14:18:21.000000Z
eeg/sub-30_task-passive_run-3_eeg.bdf	2025-02-07T14:58:40.000000Z
eeg/sub-30_task-passive_run-4_eeg.bdf	2025-02-07T15:21:07.000000Z
eeg/sub-30_task-passive_run-5_eeg.bdf	2025-02-07T15:44:14.000000Z
